profile,snr_db,gate_reason,stage,count,bler,avg_queries,avg_elapsed_ms,fallback_rate
A,-4.0,presearch_skip_hopeless,skip_hopeless,1200,1.0,0.0,2.136366672930308,0.0
A,-2.0,presearch_skip_hopeless,skip_hopeless,1200,1.0,0.0,2.123724185706427,0.0
A,0.0,presearch_skip_hopeless,skip_hopeless,1181,1.0,0.0,2.325765623740227,0.0
A,0.0,ai_success,ai,14,0.3571428571428571,71.14285714285714,66.31063791324517,0.0
A,0.0,postsearch_exhausted,fallback,2,0.0,1466.0,86.22890408150852,1.0
A,0.0,postsearch_exhausted,fallback_fail,2,1.0,4899.0,150.2510050777346,1.0
A,0.0,hard_decision,hard_decision,1,0.0,0.0,0.0096999574452638,0.0
A,2.0,presearch_skip_hopeless,skip_hopeless,804,1.0,0.0,2.774746247870727,0.0
A,2.0,ai_success,ai,342,0.0730994152046783,48.69005847953216,39.91032525562077,0.0
A,2.0,postsearch_exhausted,fallback_fail,37,1.0,4449.0,120.23605101087408,1.0
A,2.0,postsearch_exhausted,fallback,12,0.0,1941.8333333333333,78.94280799276505,1.0
A,2.0,hard_decision,hard_decision,5,0.0,0.0,0.0100019853562116,0.0
A,4.0,ai_success,ai,796,0.0188442211055276,6.224874371859296,13.266660328357757,0.0
A,4.0,presearch_skip_hopeless,skip_hopeless,271,1.0,0.0,5.533438474902148,0.0
A,4.0,hard_decision,hard_decision,84,0.0,0.0,0.0095089476200795,0.0
A,4.0,postsearch_exhausted,fallback_fail,35,1.0,4513.028571428571,119.05991144345276,1.0
A,4.0,postsearch_exhausted,fallback,14,0.0,855.0714285714286,40.170836478604805,1.0
A,6.0,ai_success,ai,617,0.0048622366288492,1.5623987034035656,9.373501865827212,0.0
A,6.0,hard_decision,hard_decision,442,0.0,0.0,0.0091474203022019,0.0
A,6.0,presearch_skip_hopeless,skip_hopeless,122,1.0,0.0,1.1410882665974196,0.0
A,6.0,postsearch_exhausted,fallback_fail,12,1.0,4360.5,107.40863390189286,1.0
A,6.0,postsearch_exhausted,fallback,7,0.0,696.2857142857143,38.3051658448364,1.0
C,-4.0,presearch_skip_hopeless,skip_hopeless,1200,1.0,0.0,2.029975500578681,0.0
C,-2.0,presearch_skip_hopeless,skip_hopeless,1200,1.0,0.0,2.2366562097643814,0.0
C,0.0,presearch_skip_hopeless,skip_hopeless,1187,1.0,0.0,2.3277931128375124,0.0
C,0.0,ai_success,ai,13,0.2307692307692307,53.38461538461539,66.23860837246936,0.0
C,2.0,presearch_skip_hopeless,skip_hopeless,779,1.0,0.0,1.366741354523444,0.0
C,2.0,ai_success,ai,354,0.1016949152542373,40.32485875706215,44.51075049859109,0.0
C,2.0,postsearch_exhausted,fallback_fail,49,1.0,4606.65306122449,128.94832465930708,1.0
C,2.0,postsearch_exhausted,fallback,14,0.0,1913.071428571429,69.20412749916848,1.0
C,2.0,hard_decision,hard_decision,4,0.0,0.0,0.0119071919471024,0.0
C,4.0,ai_success,ai,826,0.0193704600484261,9.297820823244551,16.10002011234351,0.0
C,4.0,presearch_skip_hopeless,skip_hopeless,217,1.0,0.0,1.353494239292936,0.0
C,4.0,hard_decision,hard_decision,102,0.0,0.0,0.0094652025248197,0.0
C,4.0,postsearch_exhausted,fallback_fail,34,1.0,4440.088235294118,115.85506829022266,1.0
C,4.0,postsearch_exhausted,fallback,21,0.0,855.1904761904761,47.58914703104113,1.0
C,6.0,ai_success,ai,595,0.0,2.4789915966386555,9.438758806380278,0.0
C,6.0,hard_decision,hard_decision,496,0.0,0.0,0.0089704647712829,0.0
C,6.0,presearch_skip_hopeless,skip_hopeless,91,1.0,0.0,1.4510427673275654,0.0
C,6.0,postsearch_exhausted,fallback_fail,11,1.0,4680.818181818182,129.8989542251961,1.0
C,6.0,postsearch_exhausted,fallback,7,0.0,748.1428571428571,48.08517884729164,1.0
E,-4.0,presearch_skip_hopeless,skip_hopeless,1200,1.0,0.0,2.364189163975728,0.0
E,-2.0,presearch_skip_hopeless,skip_hopeless,1200,1.0,0.0,2.3340305579282963,0.0
E,0.0,presearch_skip_hopeless,skip_hopeless,1174,1.0,0.0,2.154457149233866,0.0
E,0.0,ai_success,ai,24,0.4166666666666667,47.5,53.68799572655311,0.0
E,0.0,postsearch_exhausted,fallback,1,0.0,2893.0,136.1369958613068,1.0
E,0.0,postsearch_exhausted,fallback_fail,1,1.0,4899.0,151.4071268029511,1.0
E,2.0,presearch_skip_hopeless,skip_hopeless,600,1.0,0.0,2.861596796816836,0.0
E,2.0,ai_success,ai,543,0.0681399631675874,44.44383057090239,36.459559837140105,0.0
E,2.0,postsearch_exhausted,fallback_fail,37,1.0,4637.4324324324325,122.7022554423358,1.0
E,2.0,postsearch_exhausted,fallback,16,0.0,1996.25,76.92624947230797,1.0
E,2.0,hard_decision,hard_decision,4,0.0,0.0,0.0093174749054014,0.0
E,4.0,ai_success,ai,953,0.0136411332633788,2.986358866736621,9.078966793755669,0.0
E,4.0,hard_decision,hard_decision,164,0.0,0.0,0.0089417515527002,0.0
E,4.0,postsearch_exhausted,fallback_fail,34,1.0,4316.205882352941,103.39886908802916,1.0
E,4.0,presearch_skip_hopeless,skip_hopeless,27,1.0,0.0,1.157397326702873,0.0
E,4.0,postsearch_exhausted,fallback,22,0.0,808.5909090909091,40.979782172309406,1.0
E,6.0,hard_decision,hard_decision,720,0.0,0.0,0.0083134781258801,0.0
E,6.0,ai_success,ai,470,0.0042553191489361,1.2042553191489362,1.927155870547954,0.0
E,6.0,postsearch_exhausted,fallback,5,0.0,1146.8,54.26092664711177,1.0
E,6.0,presearch_skip_hopeless,skip_hopeless,4,1.0,0.0,1.0681187850423155,0.0
E,6.0,postsearch_exhausted,fallback_fail,1,1.0,3699.0,69.60389018058777,1.0
